filepath,class,label,subset
train\Normal\aug_104_725.jpg,Normal,0,train
train\OSCC\aug_494_1000.jpg,OSCC,1,train
train\Normal\aug_223_8743.jpg,Normal,0,train
train\OSCC\aug_133_3248.jpg,OSCC,1,train
train\Normal\aug_223_1883.jpg,Normal,0,train
train\OSCC\OSCC_100x_58.jpg,OSCC,1,train
train\OSCC\OSCC_400x_194.jpg,OSCC,1,train
train\OSCC\OSCC_100x_417.jpg,OSCC,1,train
train\Normal\aug_172_3215.jpg,Normal,0,train
train\OSCC\OSCC_400x_473.jpg,OSCC,1,train
train\Normal\aug_35_4869.jpg,Normal,0,train
train\Normal\aug_349_5987.jpg,Normal,0,train
train\OSCC\aug_270_8635.jpg,OSCC,1,train
train\Normal\aug_875_1520.jpg,Normal,0,train
train\OSCC\aug_714_5106.jpg,OSCC,1,train
train\OSCC\aug_32_2210.jpg,OSCC,1,train
train\Normal\aug_106_2464.jpg,Normal,0,train
train\Normal\aug_110_3301.jpg,Normal,0,train
train\Normal\aug_243_2722.jpg,Normal,0,train
train\OSCC\aug_290_8607.jpg,OSCC,1,train
train\Normal\aug_850_6017.jpg,Normal,0,train
train\OSCC\aug_645_1940.jpg,OSCC,1,train
train\OSCC\aug_375_1550.jpg,OSCC,1,train
train\OSCC\OSCC_100x_407.jpg,OSCC,1,train
train\Normal\Normal_400x_169.jpg,Normal,0,train
train\OSCC\aug_58_5685.jpg,OSCC,1,train
train\OSCC\aug_0_8699.jpg,OSCC,1,train
train\OSCC\aug_504_9822.jpg,OSCC,1,train
train\Normal\aug_46_6722.jpg,Normal,0,train
train\Normal\aug_123_7939.jpg,Normal,0,train
train\OSCC\aug_196_1127.jpg,OSCC,1,train
train\OSCC\aug_282_5180.jpg,OSCC,1,train
train\Normal\aug_149_2142.jpg,Normal,0,train
train\OSCC\OSCC_100x_207.jpg,OSCC,1,train
train\OSCC\OSCC_400x_262.jpg,OSCC,1,train
train\OSCC\aug_161_8598.jpg,OSCC,1,train
train\Normal\aug_72_9928.jpg,Normal,0,train
train\Normal\aug_175_9777.jpg,Normal,0,train
train\OSCC\aug_166_9893.jpg,OSCC,1,train
train\OSCC\aug_69_9560.jpg,OSCC,1,train
train\Normal\aug_9_5382.jpg,Normal,0,train
train\Normal\aug_23_8936.jpg,Normal,0,train
train\Normal\Normal_100x_57.jpg,Normal,0,train
train\OSCC\OSCC_100x_199.jpg,OSCC,1,train
train\OSCC\aug_251_46.jpg,OSCC,1,train
train\Normal\Normal_400x_149.jpg,Normal,0,train
train\OSCC\aug_344_253.jpg,OSCC,1,train
train\Normal\Normal_400x_47.jpg,Normal,0,train
train\Normal\aug_513_8637.jpg,Normal,0,train
train\Normal\Normal_100x_22.jpg,Normal,0,train
train\Normal\aug_157_1818.jpg,Normal,0,train
train\Normal\Normal_400x_56.jpg,Normal,0,train
train\OSCC\aug_534_7702.jpg,OSCC,1,train
train\Normal\aug_47_7991.jpg,Normal,0,train
train\OSCC\aug_153_5867.jpg,OSCC,1,train
train\Normal\Normal_400x_93.jpg,Normal,0,train
train\OSCC\aug_190_8877.jpg,OSCC,1,train
train\Normal\Normal_100x_75.jpg,Normal,0,train
train\Normal\aug_162_7132.jpg,Normal,0,train
train\Normal\Normal_400x_170.jpg,Normal,0,train
train\OSCC\aug_481_6126.jpg,OSCC,1,train
train\OSCC\OSCC_400x_51.jpg,OSCC,1,train
train\Normal\aug_229_5671.jpg,Normal,0,train
train\OSCC\aug_149_9929.jpg,OSCC,1,train
train\OSCC\aug_397_1330.jpg,OSCC,1,train
train\Normal\Normal_100x_60.jpg,Normal,0,train
train\Normal\aug_42_1940.jpg,Normal,0,train
train\OSCC\aug_649_671.jpg,OSCC,1,train
train\Normal\aug_87_7588.jpg,Normal,0,train
train\OSCC\aug_513_4219.jpg,OSCC,1,train
train\OSCC\aug_215_1984.jpg,OSCC,1,train
train\Normal\aug_186_5.jpg,Normal,0,train
train\OSCC\OSCC_100x_26.jpg,OSCC,1,train
train\OSCC\OSCC_100x_421.jpg,OSCC,1,train
train\Normal\aug_60_2563.jpg,Normal,0,train
train\OSCC\aug_176_5432.jpg,OSCC,1,train
train\Normal\aug_272_4856.jpg,Normal,0,train
train\Normal\aug_173_2902.jpg,Normal,0,train
train\OSCC\aug_650_3341.jpg,OSCC,1,train
train\OSCC\aug_651_9037.jpg,OSCC,1,train
train\OSCC\aug_663_7510.jpg,OSCC,1,train
train\Normal\aug_782_6677.jpg,Normal,0,train
train\OSCC\aug_427_8064.jpg,OSCC,1,train
train\OSCC\aug_13_6748.jpg,OSCC,1,train
train\OSCC\aug_383_3830.jpg,OSCC,1,train
train\OSCC\aug_286_8161.jpg,OSCC,1,train
train\Normal\aug_22_636.jpg,Normal,0,train
train\OSCC\aug_185_181.jpg,OSCC,1,train
train\OSCC\aug_376_1257.jpg,OSCC,1,train
train\OSCC\aug_451_2609.jpg,OSCC,1,train
train\OSCC\OSCC_100x_387.jpg,OSCC,1,train
train\OSCC\aug_633_351.jpg,OSCC,1,train
train\OSCC\aug_75_8041.jpg,OSCC,1,train
train\Normal\Normal_400x_152.jpg,Normal,0,train
train\OSCC\aug_556_334.jpg,OSCC,1,train
train\Normal\aug_45_7291.jpg,Normal,0,train
train\OSCC\aug_365_6599.jpg,OSCC,1,train
train\OSCC\aug_711_9305.jpg,OSCC,1,train
train\Normal\aug_157_215.jpg,Normal,0,train
train\OSCC\aug_606_5149.jpg,OSCC,1,train
train\OSCC\aug_476_952.jpg,OSCC,1,train
train\OSCC\aug_28_9706.jpg,OSCC,1,train
train\Normal\aug_121_8247.jpg,Normal,0,train
train\Normal\aug_187_6068.jpg,Normal,0,train
train\Normal\aug_143_602.jpg,Normal,0,train
train\OSCC\aug_262_5112.jpg,OSCC,1,train
train\Normal\aug_205_4589.jpg,Normal,0,train
train\OSCC\aug_154_6628.jpg,OSCC,1,train
train\Normal\aug_125_6753.jpg,Normal,0,train
train\Normal\Normal_400x_178.jpg,Normal,0,train
train\OSCC\aug_313_2101.jpg,OSCC,1,train
train\Normal\aug_83_5578.jpg,Normal,0,train
train\OSCC\aug_2_8537.jpg,OSCC,1,train
train\OSCC\OSCC_100x_314.jpg,OSCC,1,train
train\Normal\aug_44_4426.jpg,Normal,0,train
train\OSCC\aug_77_4937.jpg,OSCC,1,train
train\OSCC\aug_644_7238.jpg,OSCC,1,train
train\OSCC\aug_462_2911.jpg,OSCC,1,train
train\Normal\aug_222_330.jpg,Normal,0,train
train\OSCC\aug_330_2869.jpg,OSCC,1,train
train\Normal\aug_83_8395.jpg,Normal,0,train
train\OSCC\aug_672_3876.jpg,OSCC,1,train
train\Normal\aug_222_3566.jpg,Normal,0,train
train\OSCC\aug_349_487.jpg,OSCC,1,train
train\Normal\aug_602_4917.jpg,Normal,0,train
train\OSCC\aug_132_8389.jpg,OSCC,1,train
train\OSCC\OSCC_400x_297.jpg,OSCC,1,train
train\Normal\aug_438_7905.jpg,Normal,0,train
train\OSCC\aug_543_1551.jpg,OSCC,1,train
train\OSCC\OSCC_400x_56.jpg,OSCC,1,train
train\Normal\aug_577_2594.jpg,Normal,0,train
train\OSCC\OSCC_400x_437.jpg,OSCC,1,train
train\OSCC\aug_65_1927.jpg,OSCC,1,train
train\Normal\aug_176_853.jpg,Normal,0,train
train\OSCC\aug_133_6726.jpg,OSCC,1,train
train\Normal\aug_404_5813.jpg,Normal,0,train
train\OSCC\aug_579_1210.jpg,OSCC,1,train
train\OSCC\aug_486_1823.jpg,OSCC,1,train
train\Normal\aug_64_8154.jpg,Normal,0,train
train\OSCC\aug_250_5209.jpg,OSCC,1,train
train\Normal\aug_150_9725.jpg,Normal,0,train
train\OSCC\aug_89_6198.jpg,OSCC,1,train
train\Normal\aug_196_5732.jpg,Normal,0,train
train\Normal\aug_388_6986.jpg,Normal,0,train
train\OSCC\OSCC_100x_368.jpg,OSCC,1,train
train\Normal\aug_91_9374.jpg,Normal,0,train
train\OSCC\aug_294_2100.jpg,OSCC,1,train
train\OSCC\OSCC_400x_31.jpg,OSCC,1,train
train\Normal\aug_237_1515.jpg,Normal,0,train
train\OSCC\aug_265_2023.jpg,OSCC,1,train
train\Normal\aug_265_2591.jpg,Normal,0,train
train\Normal\aug_106_1925.jpg,Normal,0,train
train\Normal\aug_40_2210.jpg,Normal,0,train
train\OSCC\aug_259_4223.jpg,OSCC,1,train
train\Normal\aug_359_4351.jpg,Normal,0,train
train\OSCC\OSCC_400x_169.jpg,OSCC,1,train
train\OSCC\aug_31_2810.jpg,OSCC,1,train
train\Normal\aug_37_7673.jpg,Normal,0,train
train\Normal\aug_67_1827.jpg,Normal,0,train
train\Normal\aug_407_1366.jpg,Normal,0,train
train\Normal\aug_208_5064.jpg,Normal,0,train
train\OSCC\aug_200_737.jpg,OSCC,1,train
train\OSCC\aug_87_3377.jpg,OSCC,1,train
train\Normal\aug_208_1405.jpg,Normal,0,train
train\OSCC\OSCC_100x_140.jpg,OSCC,1,train
train\Normal\aug_64_52.jpg,Normal,0,train
train\OSCC\OSCC_100x_94.jpg,OSCC,1,train
train\OSCC\aug_14_1751.jpg,OSCC,1,train
train\OSCC\aug_215_3045.jpg,OSCC,1,train
train\OSCC\aug_232_5311.jpg,OSCC,1,train
train\Normal\aug_47_7399.jpg,Normal,0,train
train\OSCC\OSCC_100x_249.jpg,OSCC,1,train
train\Normal\aug_132_847.jpg,Normal,0,train
train\OSCC\OSCC_100x_349.jpg,OSCC,1,train
train\OSCC\OSCC_400x_426.jpg,OSCC,1,train
train\Normal\aug_101_4143.jpg,Normal,0,train
train\OSCC\OSCC_100x_162.jpg,OSCC,1,train
train\OSCC\aug_564_5387.jpg,OSCC,1,train
train\Normal\aug_14_2039.jpg,Normal,0,train
train\Normal\Normal_400x_84.jpg,Normal,0,train
train\Normal\aug_217_2027.jpg,Normal,0,train
train\OSCC\OSCC_400x_244.jpg,OSCC,1,train
train\Normal\aug_1_4958.jpg,Normal,0,train
train\Normal\aug_89_6598.jpg,Normal,0,train
train\Normal\aug_287_4632.jpg,Normal,0,train
train\OSCC\aug_617_2569.jpg,OSCC,1,train
train\Normal\aug_98_2217.jpg,Normal,0,train
train\OSCC\OSCC_400x_197.jpg,OSCC,1,train
train\Normal\aug_88_3330.jpg,Normal,0,train
train\Normal\aug_14_4287.jpg,Normal,0,train
train\OSCC\aug_353_4613.jpg,OSCC,1,train
train\OSCC\OSCC_100x_410.jpg,OSCC,1,train
train\Normal\Normal_400x_197.jpg,Normal,0,train
train\Normal\aug_8_481.jpg,Normal,0,train
train\Normal\aug_65_4180.jpg,Normal,0,train
train\OSCC\aug_573_5199.jpg,OSCC,1,train
train\Normal\aug_159_8685.jpg,Normal,0,train
train\OSCC\aug_606_2422.jpg,OSCC,1,train
train\OSCC\aug_202_5496.jpg,OSCC,1,train
train\OSCC\aug_369_1450.jpg,OSCC,1,train
train\Normal\aug_191_7697.jpg,Normal,0,train
train\OSCC\OSCC_400x_217.jpg,OSCC,1,train
train\OSCC\aug_317_555.jpg,OSCC,1,train
train\OSCC\aug_100_717.jpg,OSCC,1,train
train\Normal\aug_93_7674.jpg,Normal,0,train
train\OSCC\aug_489_2714.jpg,OSCC,1,train
train\OSCC\aug_36_3369.jpg,OSCC,1,train
train\Normal\aug_118_9740.jpg,Normal,0,train
train\Normal\aug_321_6343.jpg,Normal,0,train
train\Normal\Normal_400x_201.jpg,Normal,0,train
train\Normal\aug_222_6526.jpg,Normal,0,train
train\Normal\aug_185_7287.jpg,Normal,0,train
train\Normal\aug_589_1493.jpg,Normal,0,train
train\OSCC\aug_10_3962.jpg,OSCC,1,train
train\OSCC\OSCC_100x_208.jpg,OSCC,1,train
train\Normal\aug_153_9628.jpg,Normal,0,train
train\Normal\aug_116_8311.jpg,Normal,0,train
train\OSCC\aug_120_1734.jpg,OSCC,1,train
train\Normal\aug_742_3422.jpg,Normal,0,train
train\Normal\aug_148_5031.jpg,Normal,0,train
train\Normal\aug_862_6016.jpg,Normal,0,train
train\Normal\aug_198_1671.jpg,Normal,0,train
train\Normal\aug_799_3064.jpg,Normal,0,train
train\Normal\aug_206_9389.jpg,Normal,0,train
train\OSCC\aug_182_3457.jpg,OSCC,1,train
train\OSCC\aug_149_3065.jpg,OSCC,1,train
train\Normal\Normal_400x_193.jpg,Normal,0,train
train\Normal\aug_197_1901.jpg,Normal,0,train
train\OSCC\aug_398_1625.jpg,OSCC,1,train
train\Normal\aug_776_8234.jpg,Normal,0,train
train\Normal\Normal_400x_188.jpg,Normal,0,train
train\Normal\aug_448_6342.jpg,Normal,0,train
train\Normal\aug_115_7159.jpg,Normal,0,train
train\OSCC\OSCC_400x_312.jpg,OSCC,1,train
train\OSCC\OSCC_100x_166.jpg,OSCC,1,train
train\Normal\aug_115_7670.jpg,Normal,0,train
train\OSCC\aug_503_2768.jpg,OSCC,1,train
train\OSCC\OSCC_100x_231.jpg,OSCC,1,train
train\Normal\aug_363_5596.jpg,Normal,0,train
train\OSCC\OSCC_100x_287.jpg,OSCC,1,train
train\OSCC\aug_46_9144.jpg,OSCC,1,train
train\OSCC\OSCC_400x_92.jpg,OSCC,1,train
train\OSCC\aug_621_9361.jpg,OSCC,1,train
train\Normal\aug_73_5455.jpg,Normal,0,train
train\Normal\aug_571_7817.jpg,Normal,0,train
train\OSCC\aug_600_6959.jpg,OSCC,1,train
train\OSCC\aug_14_9228.jpg,OSCC,1,train
train\OSCC\aug_621_4229.jpg,OSCC,1,train
train\Normal\aug_94_5076.jpg,Normal,0,train
train\OSCC\aug_663_58.jpg,OSCC,1,train
train\OSCC\aug_395_6328.jpg,OSCC,1,train
train\Normal\Normal_400x_25.jpg,Normal,0,train
train\OSCC\aug_705_3728.jpg,OSCC,1,train
train\Normal\aug_384_9570.jpg,Normal,0,train
train\Normal\aug_229_3612.jpg,Normal,0,train
train\OSCC\OSCC_400x_149.jpg,OSCC,1,train
train\Normal\Normal_400x_122.jpg,Normal,0,train
train\OSCC\aug_17_8754.jpg,OSCC,1,train
train\Normal\aug_161_7378.jpg,Normal,0,train
train\Normal\aug_159_8731.jpg,Normal,0,train
train\OSCC\aug_273_4977.jpg,OSCC,1,train
train\OSCC\OSCC_100x_281.jpg,OSCC,1,train
train\OSCC\aug_439_2229.jpg,OSCC,1,train
train\OSCC\aug_471_5284.jpg,OSCC,1,train
train\Normal\aug_362_6151.jpg,Normal,0,train
train\OSCC\aug_607_5637.jpg,OSCC,1,train
train\Normal\aug_39_713.jpg,Normal,0,train
train\Normal\aug_68_4841.jpg,Normal,0,train
train\OSCC\aug_660_366.jpg,OSCC,1,train
train\OSCC\aug_261_8165.jpg,OSCC,1,train
train\OSCC\OSCC_100x_300.jpg,OSCC,1,train
train\OSCC\aug_676_1615.jpg,OSCC,1,train
train\OSCC\aug_420_986.jpg,OSCC,1,train
train\OSCC\aug_477_2423.jpg,OSCC,1,train
train\OSCC\aug_591_3799.jpg,OSCC,1,train
train\OSCC\OSCC_100x_333.jpg,OSCC,1,train
train\OSCC\aug_274_5324.jpg,OSCC,1,train
train\Normal\aug_181_232.jpg,Normal,0,train
train\Normal\aug_165_8369.jpg,Normal,0,train
train\OSCC\OSCC_100x_296.jpg,OSCC,1,train
train\OSCC\OSCC_400x_232.jpg,OSCC,1,train
train\OSCC\aug_443_4096.jpg,OSCC,1,train
train\OSCC\aug_588_5798.jpg,OSCC,1,train
train\Normal\aug_104_9684.jpg,Normal,0,train
train\OSCC\aug_558_9589.jpg,OSCC,1,train
train\Normal\aug_77_5469.jpg,Normal,0,train
train\Normal\aug_233_1445.jpg,Normal,0,train
train\OSCC\aug_302_3653.jpg,OSCC,1,train
train\OSCC\aug_400_4865.jpg,OSCC,1,train
train\Normal\aug_290_4222.jpg,Normal,0,train
train\OSCC\aug_435_1821.jpg,OSCC,1,train
train\OSCC\aug_44_1853.jpg,OSCC,1,train
train\Normal\aug_117_4968.jpg,Normal,0,train
train\Normal\aug_225_6380.jpg,Normal,0,train
train\Normal\aug_125_7024.jpg,Normal,0,train
train\Normal\aug_731_3659.jpg,Normal,0,train
train\OSCC\aug_467_5340.jpg,OSCC,1,train
train\OSCC\aug_401_6192.jpg,OSCC,1,train
train\OSCC\aug_376_9678.jpg,OSCC,1,train
train\Normal\Normal_400x_27.jpg,Normal,0,train
train\Normal\aug_59_6500.jpg,Normal,0,train
train\OSCC\aug_682_3264.jpg,OSCC,1,train
train\OSCC\aug_177_6908.jpg,OSCC,1,train
train\OSCC\aug_687_8650.jpg,OSCC,1,train
train\Normal\aug_222_5255.jpg,Normal,0,train
train\OSCC\aug_247_4697.jpg,OSCC,1,train
train\Normal\aug_221_3152.jpg,Normal,0,train
train\OSCC\aug_534_8688.jpg,OSCC,1,train
train\OSCC\aug_304_2602.jpg,OSCC,1,train
train\OSCC\aug_372_8166.jpg,OSCC,1,train
train\OSCC\OSCC_100x_416.jpg,OSCC,1,train
train\Normal\aug_343_8270.jpg,Normal,0,train
train\Normal\aug_292_4953.jpg,Normal,0,train
train\OSCC\aug_613_4353.jpg,OSCC,1,train
train\OSCC\aug_205_5252.jpg,OSCC,1,train
train\Normal\aug_119_2266.jpg,Normal,0,train
train\OSCC\aug_264_3490.jpg,OSCC,1,train
train\Normal\aug_44_4249.jpg,Normal,0,train
train\Normal\aug_425_5438.jpg,Normal,0,train
train\OSCC\aug_643_322.jpg,OSCC,1,train
train\OSCC\aug_245_6519.jpg,OSCC,1,train
train\Normal\Normal_100x_34.jpg,Normal,0,train
train\OSCC\OSCC_400x_299.jpg,OSCC,1,train
train\OSCC\OSCC_100x_54.jpg,OSCC,1,train
train\Normal\Normal_400x_200.jpg,Normal,0,train
train\OSCC\OSCC_100x_356.jpg,OSCC,1,train
train\OSCC\OSCC_400x_61.jpg,OSCC,1,train
train\Normal\aug_149_4486.jpg,Normal,0,train
train\OSCC\aug_251_2235.jpg,OSCC,1,train
train\Normal\aug_174_2036.jpg,Normal,0,train
train\Normal\aug_115_6521.jpg,Normal,0,train
train\Normal\aug_92_497.jpg,Normal,0,train
train\Normal\aug_22_9493.jpg,Normal,0,train
train\OSCC\aug_634_2044.jpg,OSCC,1,train
train\OSCC\OSCC_100x_412.jpg,OSCC,1,train
train\Normal\Normal_400x_141.jpg,Normal,0,train
train\OSCC\aug_314_5533.jpg,OSCC,1,train
train\Normal\aug_161_8320.jpg,Normal,0,train
train\Normal\aug_226_49.jpg,Normal,0,train
train\OSCC\OSCC_400x_58.jpg,OSCC,1,train
train\OSCC\aug_257_7976.jpg,OSCC,1,train
train\OSCC\OSCC_100x_283.jpg,OSCC,1,train
train\OSCC\OSCC_400x_306.jpg,OSCC,1,train
train\OSCC\OSCC_100x_393.jpg,OSCC,1,train
train\OSCC\aug_629_5937.jpg,OSCC,1,train
train\Normal\aug_32_8022.jpg,Normal,0,train
train\Normal\aug_211_9848.jpg,Normal,0,train
train\OSCC\aug_558_5269.jpg,OSCC,1,train
train\Normal\aug_78_4132.jpg,Normal,0,train
train\Normal\aug_191_1567.jpg,Normal,0,train
train\Normal\aug_79_8663.jpg,Normal,0,train
train\Normal\aug_90_6199.jpg,Normal,0,train
train\OSCC\aug_268_6827.jpg,OSCC,1,train
train\OSCC\aug_99_80.jpg,OSCC,1,train
train\OSCC\aug_220_4307.jpg,OSCC,1,train
train\OSCC\aug_11_9225.jpg,OSCC,1,train
train\Normal\aug_197_8225.jpg,Normal,0,train
train\Normal\aug_144_1325.jpg,Normal,0,train
train\Normal\Normal_100x_62.jpg,Normal,0,train
train\OSCC\OSCC_100x_117.jpg,OSCC,1,train
train\OSCC\OSCC_100x_36.jpg,OSCC,1,train
train\Normal\aug_181_1619.jpg,Normal,0,train
train\Normal\Normal_400x_126.jpg,Normal,0,train
train\OSCC\OSCC_400x_127.jpg,OSCC,1,train
train\Normal\aug_132_4021.jpg,Normal,0,train
train\OSCC\OSCC_100x_74.jpg,OSCC,1,train
train\Normal\aug_18_7471.jpg,Normal,0,train
train\OSCC\aug_9_726.jpg,OSCC,1,train
train\Normal\aug_393_4873.jpg,Normal,0,train
train\OSCC\aug_604_2402.jpg,OSCC,1,train
train\OSCC\aug_200_1682.jpg,OSCC,1,train
train\Normal\aug_723_1469.jpg,Normal,0,train
train\OSCC\aug_143_8155.jpg,OSCC,1,train
train\OSCC\OSCC_400x_161.jpg,OSCC,1,train
train\Normal\aug_90_71.jpg,Normal,0,train
train\Normal\aug_208_1473.jpg,Normal,0,train
train\Normal\aug_205_5717.jpg,Normal,0,train
train\Normal\aug_38_5348.jpg,Normal,0,train
train\OSCC\aug_151_2123.jpg,OSCC,1,train
train\OSCC\aug_276_1643.jpg,OSCC,1,train
train\OSCC\OSCC_100x_13.jpg,OSCC,1,train
train\Normal\aug_403_7736.jpg,Normal,0,train
train\Normal\aug_477_3419.jpg,Normal,0,train
train\Normal\aug_185_8604.jpg,Normal,0,train
train\Normal\aug_791_36.jpg,Normal,0,train
train\Normal\aug_192_4780.jpg,Normal,0,train
train\OSCC\OSCC_400x_23.jpg,OSCC,1,train
train\OSCC\aug_172_3560.jpg,OSCC,1,train
train\OSCC\OSCC_400x_350.jpg,OSCC,1,train
train\OSCC\OSCC_400x_8.jpg,OSCC,1,train
train\Normal\aug_51_8395.jpg,Normal,0,train
train\Normal\aug_210_9777.jpg,Normal,0,train
train\OSCC\aug_429_3581.jpg,OSCC,1,train
train\OSCC\OSCC_400x_52.jpg,OSCC,1,train
train\Normal\aug_16_5001.jpg,Normal,0,train
train\Normal\Normal_400x_130.jpg,Normal,0,train
train\Normal\aug_33_9536.jpg,Normal,0,train
train\OSCC\aug_105_8276.jpg,OSCC,1,train
train\Normal\aug_102_8139.jpg,Normal,0,train
train\Normal\aug_164_7004.jpg,Normal,0,train
train\OSCC\aug_63_9598.jpg,OSCC,1,train
train\OSCC\aug_347_9263.jpg,OSCC,1,train
train\OSCC\aug_170_3991.jpg,OSCC,1,train
train\Normal\aug_31_4753.jpg,Normal,0,train
train\OSCC\OSCC_100x_362.jpg,OSCC,1,train
train\Normal\aug_147_2021.jpg,Normal,0,train
train\Normal\aug_457_866.jpg,Normal,0,train
train\Normal\aug_627_4537.jpg,Normal,0,train
train\OSCC\OSCC_400x_428.jpg,OSCC,1,train
train\Normal\aug_162_3997.jpg,Normal,0,train
train\Normal\Normal_100x_17.jpg,Normal,0,train
train\Normal\aug_151_8097.jpg,Normal,0,train
train\OSCC\aug_436_4541.jpg,OSCC,1,train
train\OSCC\aug_343_5707.jpg,OSCC,1,train
train\Normal\aug_19_651.jpg,Normal,0,train
train\Normal\Normal_400x_70.jpg,Normal,0,train
train\Normal\Normal_400x_190.jpg,Normal,0,train
train\Normal\aug_107_7136.jpg,Normal,0,train
train\Normal\aug_137_7038.jpg,Normal,0,train
train\OSCC\OSCC_100x_176.jpg,OSCC,1,train
train\Normal\aug_105_9422.jpg,Normal,0,train
train\Normal\Normal_400x_125.jpg,Normal,0,train
train\OSCC\OSCC_400x_225.jpg,OSCC,1,train
train\Normal\aug_327_7960.jpg,Normal,0,train
train\OSCC\aug_680_4140.jpg,OSCC,1,train
train\Normal\aug_30_6924.jpg,Normal,0,train
train\Normal\aug_92_1514.jpg,Normal,0,train
train\Normal\aug_140_7650.jpg,Normal,0,train
train\OSCC\aug_577_4065.jpg,OSCC,1,train
train\OSCC\aug_459_2541.jpg,OSCC,1,train
train\OSCC\OSCC_400x_292.jpg,OSCC,1,train
train\OSCC\OSCC_100x_22.jpg,OSCC,1,train
train\Normal\aug_691_7.jpg,Normal,0,train
train\Normal\aug_140_9886.jpg,Normal,0,train
train\OSCC\aug_502_5188.jpg,OSCC,1,train
train\Normal\aug_250_2497.jpg,Normal,0,train
train\Normal\aug_162_1787.jpg,Normal,0,train
train\Normal\aug_77_6299.jpg,Normal,0,train
train\OSCC\aug_305_8556.jpg,OSCC,1,train
train\OSCC\OSCC_100x_71.jpg,OSCC,1,train
train\OSCC\OSCC_100x_39.jpg,OSCC,1,train
train\OSCC\aug_284_3925.jpg,OSCC,1,train
train\OSCC\OSCC_100x_255.jpg,OSCC,1,train
train\Normal\aug_833_5238.jpg,Normal,0,train
train\Normal\aug_183_131.jpg,Normal,0,train
train\Normal\aug_106_6194.jpg,Normal,0,train
train\Normal\aug_60_7129.jpg,Normal,0,train
train\OSCC\OSCC_100x_6.jpg,OSCC,1,train
train\OSCC\aug_560_2678.jpg,OSCC,1,train
train\Normal\aug_390_5405.jpg,Normal,0,train
train\OSCC\OSCC_400x_252.jpg,OSCC,1,train
train\Normal\Normal_400x_3.jpg,Normal,0,train
train\OSCC\aug_19_2243.jpg,OSCC,1,train
train\Normal\aug_574_1755.jpg,Normal,0,train
train\OSCC\OSCC_100x_355.jpg,OSCC,1,train
train\Normal\aug_142_2855.jpg,Normal,0,train
train\Normal\aug_129_7499.jpg,Normal,0,train
train\OSCC\OSCC_100x_93.jpg,OSCC,1,train
train\OSCC\OSCC_400x_343.jpg,OSCC,1,train
train\Normal\aug_119_8002.jpg,Normal,0,train
train\OSCC\aug_548_131.jpg,OSCC,1,train
train\OSCC\OSCC_100x_216.jpg,OSCC,1,train
train\Normal\aug_203_3082.jpg,Normal,0,train
train\Normal\aug_188_4911.jpg,Normal,0,train
train\OSCC\aug_156_3845.jpg,OSCC,1,train
train\OSCC\aug_300_9681.jpg,OSCC,1,train
train\OSCC\OSCC_400x_334.jpg,OSCC,1,train
train\OSCC\aug_528_1635.jpg,OSCC,1,train
train\Normal\aug_397_6192.jpg,Normal,0,train
train\Normal\aug_31_337.jpg,Normal,0,train
train\OSCC\aug_312_3666.jpg,OSCC,1,train
train\Normal\aug_87_7581.jpg,Normal,0,train
train\OSCC\aug_397_1814.jpg,OSCC,1,train
train\OSCC\aug_525_3614.jpg,OSCC,1,train
train\Normal\aug_166_1692.jpg,Normal,0,train
train\OSCC\aug_550_4990.jpg,OSCC,1,train
train\Normal\aug_55_9088.jpg,Normal,0,train
train\Normal\aug_49_8426.jpg,Normal,0,train
train\OSCC\OSCC_100x_312.jpg,OSCC,1,train
train\OSCC\OSCC_100x_381.jpg,OSCC,1,train
train\OSCC\OSCC_400x_32.jpg,OSCC,1,train
train\Normal\aug_56_5653.jpg,Normal,0,train
train\Normal\aug_396_2082.jpg,Normal,0,train
train\Normal\aug_154_6157.jpg,Normal,0,train
train\Normal\aug_0_4847.jpg,Normal,0,train
train\Normal\aug_84_7019.jpg,Normal,0,train
train\Normal\aug_225_1582.jpg,Normal,0,train
train\OSCC\aug_627_6303.jpg,OSCC,1,train
train\OSCC\OSCC_100x_44.jpg,OSCC,1,train
train\Normal\aug_209_1027.jpg,Normal,0,train
train\Normal\Normal_400x_165.jpg,Normal,0,train
train\Normal\aug_27_189.jpg,Normal,0,train
train\Normal\Normal_400x_38.jpg,Normal,0,train
train\OSCC\aug_18_9594.jpg,OSCC,1,train
train\OSCC\aug_415_6366.jpg,OSCC,1,train
train\OSCC\aug_227_7764.jpg,OSCC,1,train
train\OSCC\aug_665_3028.jpg,OSCC,1,train
train\OSCC\OSCC_100x_132.jpg,OSCC,1,train
train\OSCC\aug_126_2200.jpg,OSCC,1,train
train\OSCC\OSCC_400x_287.jpg,OSCC,1,train
train\OSCC\OSCC_100x_275.jpg,OSCC,1,train
train\OSCC\aug_547_295.jpg,OSCC,1,train
train\Normal\aug_757_8645.jpg,Normal,0,train
train\Normal\aug_171_9609.jpg,Normal,0,train
train\OSCC\aug_512_9619.jpg,OSCC,1,train
train\OSCC\aug_335_5830.jpg,OSCC,1,train
train\Normal\aug_821_7650.jpg,Normal,0,train
train\OSCC\aug_410_3574.jpg,OSCC,1,train
train\Normal\aug_317_9853.jpg,Normal,0,train
train\OSCC\aug_324_6181.jpg,OSCC,1,train
train\Normal\aug_210_1409.jpg,Normal,0,train
